Temp(C),Temp (K),ftmprt,sr,xi,xs,ak1,Inter-S,Inter-E,delt,Portions
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.70697112,0.732472432,0,7.320051187
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.732472432,0.759987472,0,7.320051187
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.759987472,0.787350083,0,7.320051187
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.787350083,0.81368937,0,7.320051187
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.81368937,0.837916894,0,7.320051187
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.837916894,0.860634671,0,7.320051187
9.5,282.5,8.628672566,5589.653432,0.99982113,1.459313666,0.03936803,0.860634671,0.883745583,0,7.320051187
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.883745583,0.905137357,0,7.320051187
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.905137357,0.924399099,0,7.320051187
11.6,284.6,11.83527758,138037.0743,0.999992756,1.161606538,0.055125032,0.924399099,0.937121289,0,7.320051187
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.937121289,0.948169049,0,7.320051187
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.948169049,0.958084129,0,7.320051187
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.958084129,0.966901003,0,7.320051187
12.3,285.3,12.8936558,397780.5701,0.999997486,1.077341386,0.061603532,0.966901003,0.973499198,0,7.320051187
13.3,286.3,14.39664687,1788069.088,0.999999441,0.968073514,0.072133084,0.973499198,0.973121608,0,7.320051187
14.9,287.9,16.77971518,19379283.23,0.999999948,0.817085371,0.092638287,0.973121608,0.959316014,0,7.320051187
17.6,290.6,20.74163799,1018541960,0.999999999,0.616363931,0.140421759,0.959316014,0.914386428,0,7.320051187
17.9,290.9,21.17731179,1574670358,0.999999999,0.597549858,0.14699378,0.914386428,0.871074662,0,7.320051187
17.7,290.7,20.8869625,1177856978,0.999999999,0.610023322,0.142580614,0.871074662,0.836385547,0,7.320051187
17.2,290.2,20.15933839,568970068.7,0.999999998,0.642438078,0.132094415,0.836385547,0.812386149,0,7.320051187
17,290,19.86758621,424994254,0.999999998,0.655914025,0.128109699,0.812386149,0.793571451,0,7.320051187
16.9,289.9,19.72155916,367252124.7,0.999999997,0.662764753,0.126160647,0.793571451,0.778067355,0,7.320051187
16.4,289.4,18.98991016,176690497.6,0.999999994,0.698181946,0.116832688,0.778067355,0.769258714,0,7.320051187
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.769258714,0.771332787,0,7.320051187
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.771332787,0.778727724,0,7.320051187
14.1,287.1,15.59150122,5906129.212,0.999999831,0.889170994,0.081773746,0.778727724,0.787399682,0,7.320051187
13.5,286.5,14.69598604,2412046.315,0.999999585,0.947672425,0.074435974,0.787399682,0.798896542,0,7.320051187
13,286,13.94685315,1140358.389,0.999999123,0.999557395,0.068805975,0.798896542,0.812238927,0,7.320051187
13,286,13.94685315,1140358.389,0.999999123,0.999557395,0.068805975,0.812238927,0.824694146,0,7.320051187
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.824694146,0.835233268,0,7.320051187
13,286,13.94685315,1140358.389,0.999999123,0.999557395,0.068805975,0.835233268,0.846159543,0,7.320051187
12.8,285.8,13.64646606,844471.3254,0.999998816,1.02115158,0.066669931,0.846159543,0.857445842,0,7.320051187
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.857445842,0.869584122,0,7.320051187
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.869584122,0.880974623,0,7.320051187
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.880974623,0.891663413,0,7.320051187
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.891663413,0.903775942,0,7.320051187
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.903775942,0.918057094,0,7.320051187
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.918057094,0.934563483,0,7.320051187
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.934563483,0.941950932,0,7.320051187
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.941950932,0.931820973,0,7.320051187
16.2,289.2,18.69654219,131766527.8,0.999999992,0.71290915,0.113289133,0.931820973,0.908373865,0,7.320051187
17.2,290.2,20.15933839,568970068.7,0.999999998,0.642438078,0.132094415,0.908373865,0.875466508,0,7.320051187
18.2,291.2,21.61208791,2432262940,1,0.579347075,0.153858884,0.875466508,0.833237805,0,7.320051187
18,291,21.32233677,1820426716,0.999999999,0.591415397,0.14924898,0.833237805,0.799710248,0,7.320051187
17.1,290.1,20.01351258,491765523.1,0.999999998,0.64913876,0.130087488,0.799710248,0.781343329,0,7.320051187
16.6,289.6,19.28287293,236834686,0.999999996,0.68377869,0.120481955,0.781343329,0.770269067,0,7.320051187
15.6,288.6,17.81399861,54515663.06,0.999999982,0.759112776,0.103263936,0.770269067,0.769174511,0,7.320051187
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.769174511,0.783519223,0,7.320051187
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.783519223,0.806100243,0,7.320051187
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.806100243,0.825903196,0,7.320051187
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.825903196,0.844296727,0,7.320051187
11.6,284.6,11.83527758,138037.0743,0.999992756,1.161606538,0.055125032,0.844296727,0.861315063,0,7.320051187
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.861315063,0.876993265,0,7.320051187
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.876993265,0.893110028,0,7.320051187
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.893110028,0.90922878,0,7.320051187
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.90922878,0.923221973,0,7.320051187
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.923221973,0.935528149,0,7.320051187
11.6,284.6,11.83527758,138037.0743,0.999992756,1.161606538,0.055125032,0.935528149,0.947653453,0,7.320051187
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.947653453,0.960096133,0,7.320051187
11.3,284.3,11.38009145,87561.04206,0.99998858,1.19984482,0.052552652,0.960096133,0.97237022,0,7.320051187
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.97237022,0.985866514,0,7.320051187
10.5,283.5,10.16155203,25888.44549,0.999961374,1.308519026,0.046241864,0.985866514,1.000446858,1.000435433,8.32048662
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,1.14256E-05,0.063191941,0,8.32048662
13.7,286.7,14.99490757,3252412.442,0.999999693,0.927728835,0.076809016,0.063191941,0.127110006,0,8.32048662
15.3,288.3,17.37134929,35017177.65,0.999999971,0.783402449,0.098574839,0.127110006,0.188717571,0,8.32048662
17,290,19.86758621,424994254,0.999999998,0.655914025,0.128109699,0.188717571,0.244894737,0,8.32048662
16.9,289.9,19.72155916,367252124.7,0.999999997,0.662764753,0.126160647,0.244894737,0.294423521,0,8.32048662
17,290,19.86758621,424994254,0.999999998,0.655914025,0.128109699,0.294423521,0.337890272,0,8.32048662
17.5,290.5,20.59621343,880687513,0.999999999,0.622774878,0.138294139,0.337890272,0.374685254,0,8.32048662
16.1,289.1,18.54970598,113771884,0.999999991,0.720396642,0.111556083,0.374685254,0.411178124,0,8.32048662
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.411178124,0.44637329,0,8.32048662
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.44637329,0.480214096,0,8.32048662
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.480214096,0.512826902,0,8.32048662
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.512826902,0.542954776,0,8.32048662
13.3,286.3,14.39664687,1788069.088,0.999999441,0.968073514,0.072133084,0.542954776,0.572540036,0,8.32048662
13.1,286.1,14.0968892,1324955.192,0.999999245,0.988943237,0.06989837,0.572540036,0.600652006,0,8.32048662
12.6,285.6,13.34565826,625094.5913,0.9999984,1.043243509,0.064597345,0.600652006,0.628338382,0,8.32048662
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.628338382,0.65738433,0,8.32048662
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.65738433,0.68491999,0,8.32048662
11.1,284.1,11.07609996,64608.41632,0.999984522,1.226080372,0.050901918,0.68491999,0.711776762,0,8.32048662
10.4,283.4,10.00875088,22220.06264,0.999954998,1.322823372,0.045505968,0.711776762,0.738959843,0,8.32048662
8.9,281.9,7.703724725,2216.588819,0.99954906,1.558587276,0.035724872,0.738959843,0.767724069,0,8.32048662
9.5,282.5,8.628672566,5589.653432,0.99982113,1.459313666,0.03936803,0.767724069,0.794421626,0,8.32048662
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.794421626,0.819875199,0,8.32048662
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.819875199,0.844330508,0,8.32048662
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.844330508,0.866213679,0,8.32048662
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.866213679,0.882478456,0,8.32048662
14.6,287.6,16.3349096,12421129.8,0.999999919,0.843359403,0.088411672,0.882478456,0.879168357,0,8.32048662
16.7,289.7,19.42920262,274154568.4,0.999999996,0.676696177,0.122347165,0.879168357,0.855851889,0,8.32048662
17.6,290.6,20.74163799,1018541960,0.999999999,0.616363931,0.140421759,0.855851889,0.824476968,0,8.32048662
18,291,21.32233677,1820426716,0.999999999,0.591415397,0.14924898,0.824476968,0.792164059,0,8.32048662
18.7,291.7,22.33472746,5010128797,1,0.550310774,0.165985951,0.792164059,0.755174567,0,8.32048662
18.3,291.3,21.75681428,2811022915,1,0.573411668,0.156214512,0.755174567,0.728887231,0,8.32048662
17.4,290.4,20.45068871,761414697.7,0.999999999,0.629256991,0.136197324,0.728887231,0.716201354,0,8.32048662
16.1,289.1,18.54970598,113771884,0.999999991,0.720396642,0.111556083,0.716201354,0.716644204,0,8.32048662
14.6,287.6,16.3349096,12421129.8,0.999999919,0.843359403,0.088411672,0.716644204,0.727366342,0,8.32048662
13.5,286.5,14.69598604,2412046.315,0.999999585,0.947672425,0.074435974,0.727366342,0.743169579,0,8.32048662
13.1,286.1,14.0968892,1324955.192,0.999999245,0.988943237,0.06989837,0.743169579,0.759762107,0,8.32048662
12.7,285.7,13.49611481,726587.9436,0.999998624,1.032134573,0.065625819,0.759762107,0.777062876,0,8.32048662
12.8,285.8,13.64646606,844471.3254,0.999998816,1.02115158,0.066669931,0.777062876,0.792805637,0,8.32048662
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.792805637,0.810645569,0,8.32048662
10.7,283.7,10.46683116,35130.71717,0.999971536,1.280402143,0.047747928,0.810645569,0.832548404,0,8.32048662
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.832548404,0.853104503,0,8.32048662
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.853104503,0.874609421,0,8.32048662
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.874609421,0.89691811,0,8.32048662
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.89691811,0.914044047,0,8.32048662
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.914044047,0.928234299,0,8.32048662
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.928234299,0.943853763,0,8.32048662
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.943853763,0.961446412,0,8.32048662
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.961446412,0.978280628,0,8.32048662
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.978280628,0.991040531,0,8.32048662
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.991040531,0.997395569,0,8.32048662
13.7,286.7,14.99490757,3252412.442,0.999999693,0.927728835,0.076809016,0.997395569,0.992244878,0,8.32048662
15.5,288.5,17.66655113,47041988.19,0.999999979,0.767118897,0.101677721,0.992244878,0.970479839,0,8.32048662
17.1,290.1,20.01351258,491765523.1,0.999999998,0.64913876,0.130087488,0.970479839,0.931282208,0,8.32048662
18.2,291.2,21.61208791,2432262940,1,0.579347075,0.153858884,0.931282208,0.881093796,0,8.32048662
18.4,291.4,21.90144132,3248441948,1,0.567541079,0.158604552,0.881093796,0.835106192,0,8.32048662
17.6,290.6,20.74163799,1018541960,0.999999999,0.616363931,0.140421759,0.835106192,0.80644913,0,8.32048662
16.7,289.7,19.42920262,274154568.4,0.999999996,0.676696177,0.122347165,0.80644913,0.791506927,0,8.32048662
15.6,288.6,17.81399861,54515663.06,0.999999982,0.759112776,0.103263936,0.791506927,0.788328701,0,8.32048662
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.788328701,0.796861792,0,8.32048662
12.9,285.9,13.79671214,981377.1675,0.999998981,1.010293018,0.067729906,0.796861792,0.810838795,0,8.32048662
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.810838795,0.828056096,0,8.32048662
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.828056096,0.846335935,0,8.32048662
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.846335935,0.861971778,0,8.32048662
12.4,285.4,13.04442887,462512.5042,0.999997838,1.065845354,0.062586421,0.861971778,0.874340404,0,8.32048662
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.874340404,0.891405262,0,8.32048662
9.9,282.9,9.243124779,10333.27737,0.999903235,1.396886181,0.04199133,0.891405262,0.912191601,0,8.32048662
9.5,282.5,8.628672566,5589.653432,0.99982113,1.459313666,0.03936803,0.912191601,0.933312252,0,8.32048662
9.2,282.2,8.166690291,3521.668953,0.999716124,1.508081093,0.037504173,0.933312252,0.954469264,0,8.32048662
9.1,282.1,8.012477845,3018.386949,0.999668807,1.524720097,0.036901862,0.954469264,0.975129045,0,8.32048662
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.975129045,0.995876526,0,8.32048662
8.4,281.4,6.929921819,1022.414044,0.999022878,1.646807988,0.032937386,0.995876526,1.016967263,1.016630451,9.337117071
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.000336812,0.053154741,0,9.337117071
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.053154741,0.111117386,0,9.337117071
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.111117386,0.172734274,0,9.337117071
16.3,289.3,18.84327688,152591790.1,0.999999993,0.705504576,0.115047881,0.172734274,0.230633904,0,9.337117071
17.4,290.4,20.45068871,761414697.7,0.999999999,0.629256991,0.136197324,0.230633904,0.281390416,0,9.337117071
18.6,291.6,22.19039781,4336779267,1,0.555991369,0.163489784,0.281390416,0.322807057,0,9.337117071
18.3,291.3,21.75681428,2811022915,1,0.573411668,0.156214512,0.322807057,0.359050578,0,9.337117071
18,291,21.32233677,1820426716,0.999999999,0.591415397,0.14924898,0.359050578,0.391266884,0,9.337117071
16.7,289.7,19.42920262,274154568.4,0.999999996,0.676696177,0.122347165,0.391266884,0.424136599,0,9.337117071
15.7,288.7,17.96134396,63170245.91,0.999999984,0.751195671,0.104873771,0.424136599,0.456699197,0,9.337117071
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.456699197,0.492462508,0,9.337117071
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.492462508,0.52784335,0,9.337117071
12.8,285.8,13.64646606,844471.3254,0.999998816,1.02115158,0.066669931,0.52784335,0.559659791,0,9.337117071
13.4,286.4,14.54636872,2076862.117,0.999999519,0.957815093,0.073275885,0.559659791,0.587791692,0,9.337117071
13.5,286.5,14.69598604,2412046.315,0.999999585,0.947672425,0.074435974,0.587791692,0.61360705,0,9.337117071
13.5,286.5,14.69598604,2412046.315,0.999999585,0.947672425,0.074435974,0.61360705,0.637570593,0,9.337117071
12.9,285.9,13.79671214,981377.1675,0.999998981,1.010293018,0.067729906,0.637570593,0.661979124,0,9.337117071
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.661979124,0.687398592,0,9.337117071
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.687398592,0.713373616,0,9.337117071
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.713373616,0.739077187,0,9.337117071
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.739077187,0.762960153,0,9.337117071
11.1,284.1,11.07609996,64608.41632,0.999984522,1.226080372,0.050901918,0.762960153,0.785943939,0,9.337117071
10.6,283.6,10.31424542,30159.2036,0.999966844,1.294379285,0.046989128,0.785943939,0.809282255,0,9.337117071
9.9,282.9,9.243124779,10333.27737,0.999903235,1.396886181,0.04199133,0.809282255,0.833445648,0,9.337117071
10.1,283.1,9.549699753,14040.47842,0.999928782,1.366744478,0.043364857,0.833445648,0.856077809,0,9.337117071
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.856077809,0.870714199,0,9.337117071
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.870714199,0.869947172,0,9.337117071
16.2,289.2,18.69654219,131766527.8,0.999999992,0.71290915,0.113289133,0.869947172,0.853127215,0,9.337117071
17.1,290.1,20.01351258,491765523.1,0.999999998,0.64913876,0.130087488,0.853127215,0.82824442,0,9.337117071
17.9,290.9,21.17731179,1574670358,0.999999999,0.597549858,0.14699378,0.82824442,0.796708323,0,9.337117071
18.8,291.8,22.47895819,5787453319,1,0.544692053,0.16851848,0.796708323,0.757624543,0,9.337117071
18.7,291.7,22.33472746,5010128797,1,0.550310774,0.165985951,0.757624543,0.725917589,0,9.337117071
18,291,21.32233677,1820426716,0.999999999,0.591415397,0.14924898,0.725917589,0.707269482,0,9.337117071
16.5,289.5,19.13644214,204574371.4,0.999999995,0.690940301,0.118643922,0.707269482,0.705442639,0,9.337117071
14.7,287.7,16.4832812,14407813.13,0.999999931,0.834502715,0.089799642,0.705442639,0.716527051,0,9.337117071
13,286,13.94685315,1140358.389,0.999999123,0.999557395,0.068805975,0.716527051,0.735346366,0,9.337117071
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.735346366,0.75687055,0,9.337117071
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.75687055,0.779233275,0,9.337117071
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.779233275,0.80231439,0,9.337117071
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.80231439,0.826008908,0,9.337117071
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.826008908,0.849737759,0,9.337117071
9.7,282.7,8.936116024,7601.615155,0.999868466,1.427736686,0.040659456,0.849737759,0.87276752,0,9.337117071
9,282,7.858156028,2586.746089,0.999613563,1.541554679,0.036308807,0.87276752,0.89661483,0,9.337117071
9.4,282.4,8.474787535,4792.404441,0.99979138,1.475380236,0.038737117,0.89661483,0.918605849,0,9.337117071
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.918605849,0.940036352,0,9.337117071
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.940036352,0.958488075,0,9.337117071
10.1,283.1,9.549699753,14040.47842,0.999928782,1.366744478,0.043364857,0.958488075,0.975813679,0,9.337117071
10.3,283.3,9.855841864,19069.43106,0.999947563,1.337294354,0.044781277,0.975813679,0.991644146,0,9.337117071
10.3,283.3,9.855841864,19069.43106,0.999947563,1.337294354,0.044781277,0.991644146,1.006781342,1.006709642,10.34382671
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,7.17005E-05,0.063543708,0,10.34382671
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.063543708,0.129067712,0,10.34382671
16.2,289.2,18.69654219,131766527.8,0.999999992,0.71290915,0.113289133,0.129067712,0.191601533,0,10.34382671
17.4,290.4,20.45068871,761414697.7,0.999999999,0.629256991,0.136197324,0.191601533,0.24732802,0,10.34382671
18.7,291.7,22.33472746,5010128797,1,0.550310774,0.165985951,0.24732802,0.293666768,0,10.34382671
18.8,291.8,22.47895819,5787453319,1,0.544692053,0.16851848,0.293666768,0.332596861,0,10.34382671
18.8,291.8,22.47895819,5787453319,1,0.544692053,0.16851848,0.332596861,0.365489506,0,10.34382671
17.6,290.6,20.74163799,1018541960,0.999999999,0.616363931,0.140421759,0.365489506,0.39835615,0,10.34382671
16.2,289.2,18.69654219,131766527.8,0.999999992,0.71290915,0.113289133,0.39835615,0.432047148,0,10.34382671
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.432047148,0.469500233,0,10.34382671
10.7,283.7,10.46683116,35130.71717,0.999971536,1.280402143,0.047747928,0.469500233,0.507309284,0,10.34382671
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.507309284,0.54383824,0,10.34382671
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.54383824,0.578067717,0,10.34382671
10.2,283.2,9.702824859,16363.7673,0.999938893,1.351934027,0.044067626,0.578067717,0.611429678,0,10.34382671
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.611429678,0.644060008,0,10.34382671
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.644060008,0.675153826,0,10.34382671
8.9,281.9,7.703724725,2216.588819,0.99954906,1.558587276,0.035724872,0.675153826,0.706157278,0,10.34382671
8.4,281.4,6.929921819,1022.414044,0.999022878,1.646807988,0.032937386,0.706157278,0.736635168,0,10.34382671
8,281,6.308896797,549.4384723,0.998183267,1.721209382,0.030858406,0.736635168,0.766553567,0,10.34382671
7.9,280.9,6.153364187,470.2968949,0.997878195,1.740363352,0.030358617,0.766553567,0.795672839,0,10.34382671
8.1,281.1,6.464318748,641.8269684,0.998444371,1.702279619,0.031366059,0.795672839,0.823668174,0,10.34382671
7.8,280.8,5.997720798,402.5103447,0.997521749,1.759744342,0.029866575,0.823668174,0.851212192,0,10.34382671
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.851212192,0.877330647,0,10.34382671
8.3,281.3,6.774831141,875.5315093,0.99885914,1.665081645,0.032405429,0.877330647,0.902448874,0,10.34382671
10.3,283.3,9.855841864,19069.43106,0.999947563,1.337294354,0.044781277,0.902448874,0.921492235,0,10.34382671
13,286,13.94685315,1140358.389,0.999999123,0.999557395,0.068805975,0.921492235,0.92668296,0,10.34382671
15.3,288.3,17.37134929,35017177.65,0.999999971,0.783402449,0.098574839,0.92668296,0.913232914,0,10.34382671
16.1,289.1,18.54970598,113771884,0.999999991,0.720396642,0.111556083,0.913232914,0.892877354,0,10.34382671
16.8,289.8,19.57543133,317323187.7,0.999999997,0.669691836,0.124239933,0.892877354,0.866802124,0,10.34382671
17.2,290.2,20.15933839,568970068.7,0.999999998,0.642438078,0.132094415,0.866802124,0.839038927,0,10.34382671
17.5,290.5,20.59621343,880687513,0.999999999,0.622774878,0.138294139,0.839038927,0.811106804,0,10.34382671
16,289,18.40276817,98224689.87,0.99999999,0.727968036,0.109848372,0.811106804,0.802457876,0,10.34382671
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.802457876,0.804487883,0,10.34382671
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.804487883,0.823261421,0,10.34382671
9.1,282.1,8.012477845,3018.386949,0.999668807,1.524720097,0.036901862,0.823261421,0.848674768,0,10.34382671
8.3,281.3,6.774831141,875.5315093,0.99885914,1.665081645,0.032405429,0.848674768,0.874706717,0,10.34382671
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.874706717,0.900087941,0,10.34382671
8.4,281.4,6.929921819,1022.414044,0.999022878,1.646807988,0.032937386,0.900087941,0.92428231,0,10.34382671
7.4,280.4,5.37403709,215.7320417,0.995386008,1.839596078,0.027973613,0.92428231,0.949532132,0,10.34382671
7.1,280.1,4.90510532,134.977125,0.992645822,1.902012085,0.026629782,0.949532132,0.97456172,0,10.34382671
7.5,280.5,5.530124777,252.1753748,0.996050169,1.819278125,0.028435795,0.97456172,0.9982436,0,10.34382671
7.4,280.4,5.37403709,215.7320417,0.995386008,1.839596078,0.027973613,0.9982436,1.021453128,1.01394118,11.35776789
6.9,279.9,4.591925688,98.68428242,0.989968328,1.944872164,0.025768443,0.007511948,0.056796979,0,11.35776789
5.9,278.9,3.019290068,20.47674943,0.953438019,2.175144943,0.0218466,0.056796979,0.102573824,0,11.35776789
5.5,278.5,2.387073609,10.88160347,0.915836276,2.275227227,0.020443627,0.102573824,0.146539796,0,11.35776789
6.3,279.3,3.649695668,38.46295875,0.974659781,2.079733015,0.023341416,0.146539796,0.191140714,0,11.35776789
6.9,279.9,4.591925688,98.68428242,0.989968328,1.944872164,0.025768443,0.191140714,0.235754362,0,11.35776789
7.6,280.6,5.686101212,294.74224,0.996618677,1.799198821,0.028905276,0.235754362,0.280299263,0,11.35776789
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.280299263,0.326311595,0,11.35776789
12.8,285.8,13.64646606,844471.3254,0.999998816,1.02115158,0.066669931,0.326311595,0.371126042,0,11.35776789
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.371126042,0.411239717,0,11.35776789
15.7,288.7,17.96134396,63170245.91,0.999999984,0.751195671,0.104873771,0.411239717,0.445086351,0,11.35776789
16,289,18.40276817,98224689.87,0.99999999,0.727968036,0.109848372,0.445086351,0.474514539,0,11.35776789
16.6,289.6,19.28287293,236834686,0.999999996,0.68377869,0.120481955,0.474514539,0.498267467,0,11.35776789
15.8,288.8,18.10858726,73191310.12,0.999999986,0.743366534,0.106507562,0.498267467,0.523030255,0,11.35776789
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.523030255,0.548277866,0,11.35776789
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.548277866,0.576022251,0,11.35776789
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.576022251,0.606421698,0,11.35776789
10.1,283.1,9.549699753,14040.47842,0.999928782,1.366744478,0.043364857,0.606421698,0.638688312,0,11.35776789
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.638688312,0.670249586,0,11.35776789
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.670249586,0.700283296,0,11.35776789
