Temp(C),Temp (K),ftmprt,sr,xi,xs,ak1,Inter-S,Inter-E,delt,Portions
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.842193956,0.837521796,0,28.84772586
15.5,288.5,17.66655113,47041988.19,0.999999979,0.767118897,0.101677721,0.837521796,0.830715288,0,28.84772586
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.830715288,0.827104861,0,28.84772586
14.3,287.3,15.88917508,7953917.069,0.999999874,0.870535835,0.084369667,0.827104861,0.830618799,0,28.84772586
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.830618799,0.835880779,0,28.84772586
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.835880779,0.837250905,0,28.84772586
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.837250905,0.838506812,0,28.84772586
14.2,287.2,15.74038997,6854322.082,0.999999854,0.879800833,0.083062018,0.838506812,0.84179819,0,28.84772586
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.84179819,0.846195452,0,28.84772586
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.846195452,0.850252589,0,28.84772586
14.2,287.2,15.74038997,6854322.082,0.999999854,0.879800833,0.083062018,0.850252589,0.852607759,0,28.84772586
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.852607759,0.856168908,0,28.84772586
13.5,286.5,14.69598604,2412046.315,0.999999585,0.947672425,0.074435974,0.856168908,0.862732739,0,28.84772586
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.862732739,0.870664508,0,28.84772586
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.870664508,0.881988452,0,28.84772586
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.881988452,0.894165915,0,28.84772586
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.894165915,0.907589857,0,28.84772586
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.907589857,0.919287456,0,28.84772586
12.7,285.7,13.49611481,726587.9436,0.999998624,1.032134573,0.065625819,0.919287456,0.926455368,0,28.84772586
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.926455368,0.920274885,0,28.84772586
16.1,289.1,18.54970598,113771884,0.999999991,0.720396642,0.111556083,0.920274885,0.899175983,0,28.84772586
17,290,19.86758621,424994254,0.999999998,0.655914025,0.128109699,0.899175983,0.869925403,0,28.84772586
17.4,290.4,20.45068871,761414697.7,0.999999999,0.629256991,0.136197324,0.869925403,0.839281194,0,28.84772586
17.6,290.6,20.74163799,1018541960,0.999999999,0.616363931,0.140421759,0.839281194,0.810077172,0,28.84772586
17.5,290.5,20.59621343,880687513,0.999999999,0.622774878,0.138294139,0.810077172,0.785885677,0,28.84772586
17.1,290.1,20.01351258,491765523.1,0.999999998,0.64913876,0.130087488,0.785885677,0.769205098,0,28.84772586
15.8,288.8,18.10858726,73191310.12,0.999999986,0.743366534,0.106507562,0.769205098,0.766594583,0,28.84772586
13.1,286.1,14.0968892,1324955.192,0.999999245,0.988943237,0.06989837,0.766594583,0.781605655,0,28.84772586
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.781605655,0.800490722,0,28.84772586
11.3,284.3,11.38009145,87561.04206,0.99998858,1.19984482,0.052552652,0.800490722,0.82093591,0,28.84772586
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.82093591,0.841716991,0,28.84772586
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.841716991,0.864276019,0,28.84772586
9.7,282.7,8.936116024,7601.615155,0.999868466,1.427736686,0.040659456,0.864276019,0.886726517,0,28.84772586
9.2,282.2,8.166690291,3521.668953,0.999716124,1.508081093,0.037504173,0.886726517,0.909598332,0,28.84772586
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.909598332,0.931365704,0,28.84772586
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.931365704,0.95144847,0,28.84772586
8.7,281.7,7.394533191,1627.065218,0.999385774,1.593256415,0.03458383,0.95144847,0.973265219,0,28.84772586
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.973265219,0.995553793,0,28.84772586
7.8,280.8,5.997720798,402.5103447,0.997521749,1.759744342,0.029866575,0.995553793,1.018040081,1.017414774,29.86514063
7.6,280.6,5.686101212,294.74224,0.996618677,1.799198821,0.028905276,0.000625307,0.051869391,0,29.86514063
8.1,281.1,6.464318748,641.8269684,0.998444371,1.702279619,0.031366059,0.051869391,0.102832816,0,29.86514063
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.102832816,0.15243454,0,29.86514063
9.5,282.5,8.628672566,5589.653432,0.99982113,1.459313666,0.03936803,0.15243454,0.202884229,0,29.86514063
12.6,285.6,13.34565826,625094.5913,0.9999984,1.043243509,0.064597345,0.202884229,0.255453026,0,29.86514063
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.255453026,0.305087218,0,29.86514063
16.8,289.8,19.57543133,317323187.7,0.999999997,0.669691836,0.124239933,0.305087218,0.347684736,0,29.86514063
17,290,19.86758621,424994254,0.999999998,0.655914025,0.128109699,0.347684736,0.384747192,0,29.86514063
16.6,289.6,19.28287293,236834686,0.999999996,0.68377869,0.120481955,0.384747192,0.418689335,0,29.86514063
15.9,288.9,18.25572863,84793430.38,0.999999988,0.73562433,0.108165648,0.418689335,0.451181854,0,29.86514063
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.451181854,0.482676827,0,29.86514063
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.482676827,0.515344987,0,29.86514063
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.515344987,0.550266196,0,29.86514063
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.550266196,0.585295295,0,29.86514063
9.7,282.7,8.936116024,7601.615155,0.999868466,1.427736686,0.040659456,0.585295295,0.618861488,0,29.86514063
9.7,282.7,8.936116024,7601.615155,0.999868466,1.427736686,0.040659456,0.618861488,0.651090272,0,29.86514063
9.7,282.7,8.936116024,7601.615155,0.999868466,1.427736686,0.040659456,0.651090272,0.682034933,0,29.86514063
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.682034933,0.711591594,0,29.86514063
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.711591594,0.737876234,0,29.86514063
11.1,284.1,11.07609996,64608.41632,0.999984522,1.226080372,0.050901918,0.737876234,0.762104888,0,29.86514063
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.762104888,0.784827114,0,29.86514063
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.784827114,0.807345218,0,29.86514063
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.807345218,0.829094946,0,29.86514063
10.9,283.9,10.77168017,47652.01373,0.999979015,1.252927768,0.049300818,0.829094946,0.849483534,0,29.86514063
11.1,284.1,11.07609996,64608.41632,0.999984522,1.226080372,0.050901918,0.849483534,0.868173327,0,29.86514063
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.868173327,0.885549044,0,29.86514063
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.885549044,0.902839921,0,29.86514063
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.902839921,0.919285946,0,29.86514063
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,0.919285946,0.93274803,0,29.86514063
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.93274803,0.943010342,0,29.86514063
12.3,285.3,12.8936558,397780.5701,0.999997486,1.077341386,0.061603532,0.943010342,0.95103587,0,29.86514063
13.1,286.1,14.0968892,1324955.192,0.999999245,0.988943237,0.06989837,0.95103587,0.95359505,0,29.86514063
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.95359505,0.955298669,0,29.86514063
13.1,286.1,14.0968892,1324955.192,0.999999245,0.988943237,0.06989837,0.955298669,0.957570061,0,29.86514063
12.6,285.6,13.34565826,625094.5913,0.9999984,1.043243509,0.064597345,0.957570061,0.962929376,0,29.86514063
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.962929376,0.970344787,0,29.86514063
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.970344787,0.97789885,0,29.86514063
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.97789885,0.985015262,0,29.86514063
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.985015262,0.993413649,0,29.86514063
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.993413649,1.001896533,1.001893126,30.86703376
11.5,284.5,11.68365554,118617.0524,0.99999157,1.174206363,0.054254485,3.40624E-06,0.062011855,0,30.86703376
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.062011855,0.120504802,0,30.86703376
11.1,284.1,11.07609996,64608.41632,0.999984522,1.226080372,0.050901918,0.120504802,0.175372439,0,30.86703376
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.175372439,0.227052537,0,30.86703376
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.227052537,0.276285055,0,30.86703376
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.276285055,0.323345289,0,30.86703376
10.7,283.7,10.46683116,35130.71717,0.999971536,1.280402143,0.047747928,0.323345289,0.36796895,0,30.86703376
10.4,283.4,10.00875088,22220.06264,0.999954998,1.322823372,0.045505968,0.36796895,0.410446699,0,30.86703376
10.4,283.4,10.00875088,22220.06264,0.999954998,1.322823372,0.045505968,0.410446699,0.451034779,0,30.86703376
10.5,283.5,10.16155203,25888.44549,0.999961374,1.308519026,0.046241864,0.451034779,0.489783634,0,30.86703376
10.6,283.6,10.31424542,30159.2036,0.999966844,1.294379285,0.046989128,0.489783634,0.526716368,0,30.86703376
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.526716368,0.561756741,0,30.86703376
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.561756741,0.594868492,0,30.86703376
11.2,284.2,11.22814919,75218.25181,0.999986706,1.212887046,0.05172099,0.594868492,0.626020473,0,30.86703376
11.3,284.3,11.38009145,87561.04206,0.99998858,1.19984482,0.052552652,0.626020473,0.655397776,0,30.86703376
11.4,284.4,11.53192686,101918.3074,0.999990188,1.186951862,0.053397088,0.655397776,0.68303673,0,30.86703376
11.6,284.6,11.83527758,138037.0743,0.999992756,1.161606538,0.055125032,0.68303673,0.708703954,0,30.86703376
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.708703954,0.732071662,0,30.86703376
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.732071662,0.753430265,0,30.86703376
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.753430265,0.773922753,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.773922753,0.793998242,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.793998242,0.812963205,0,30.86703376
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.812963205,0.830473856,0,30.86703376
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.830473856,0.847000796,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.847000796,0.863033793,0,30.86703376
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.863033793,0.878618377,0,30.86703376
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.878618377,0.893354079,0,30.86703376
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.893354079,0.906348545,0,30.86703376
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.906348545,0.915474175,0,30.86703376
12.6,285.6,13.34565826,625094.5913,0.9999984,1.043243509,0.064597345,0.915474175,0.923466804,0,30.86703376
12.3,285.3,12.8936558,397780.5701,0.999997486,1.077341386,0.061603532,0.923466804,0.932659949,0,30.86703376
12.1,285.1,12.59179235,294134.4791,0.9999966,1.10073162,0.059681832,0.932659949,0.942397313,0,30.86703376
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.942397313,0.9510207,0,30.86703376
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.9510207,0.960240546,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.960240546,0.970009407,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.970009407,0.97923788,0,30.86703376
11.9,284.9,12.28950509,217402.3557,0.9999954,1.124663596,0.057817507,0.97923788,0.98740758,0,30.86703376
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.98740758,0.99153957,0,30.86703376
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.99153957,0.990642284,0,30.86703376
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.990642284,0.983526557,0,30.86703376
14.3,287.3,15.88917508,7953917.069,0.999999874,0.870535835,0.084369667,0.983526557,0.97438464,0,30.86703376
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.97438464,0.970146999,0,30.86703376
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.970146999,0.964616568,0,30.86703376
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.964616568,0.960320339,0,30.86703376
13.3,286.3,14.39664687,1788069.088,0.999999441,0.968073514,0.072133084,0.960320339,0.960859905,0,30.86703376
12.7,285.7,13.49611481,726587.9436,0.999998624,1.032134573,0.065625819,0.960859905,0.965387185,0,30.86703376
12.5,285.5,13.19509632,537721.6479,0.99999814,1.054479919,0.063584286,0.965387185,0.970875741,0,30.86703376
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.970875741,0.977823638,0,30.86703376
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.977823638,0.987155699,0,30.86703376
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.987155699,0.995435682,0,30.86703376
13.3,286.3,14.39664687,1788069.088,0.999999441,0.968073514,0.072133084,0.995435682,0.993531468,0,30.86703376
13.6,286.6,14.84549895,2801033.329,0.999999643,0.937644128,0.0756136,0.993531468,0.989461439,0,30.86703376
13.7,286.7,14.99490757,3252412.442,0.999999693,0.927728835,0.076809016,0.989461439,0.984897344,0,30.86703376
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.984897344,0.979870658,0,30.86703376
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.979870658,0.974412144,0,30.86703376
13.7,286.7,14.99490757,3252412.442,0.999999693,0.927728835,0.076809016,0.974412144,0.970960693,0,30.86703376
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.970960693,0.966181073,0,30.86703376
14,287,15.44250871,5088576.639,0.999999803,0.898647585,0.080504578,0.966181073,0.960957403,0,30.86703376
13.9,286.9,15.29341234,4383737.981,0.999999772,0.908231887,0.079254244,0.960957403,0.956939984,0,30.86703376
14.1,287.1,15.59150122,5906129.212,0.999999831,0.889170994,0.081773746,0.956939984,0.951618791,0,30.86703376
14.3,287.3,15.88917508,7953917.069,0.999999874,0.870535835,0.084369667,0.951618791,0.945058486,0,30.86703376
14.6,287.6,16.3349096,12421129.8,0.999999919,0.843359403,0.088411672,0.945058486,0.936453112,0,30.86703376
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.936453112,0.924021995,0,30.86703376
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.924021995,0.911781052,0,30.86703376
15.4,288.4,17.51900139,40588745.71,0.999999975,0.775215097,0.100114798,0.911781052,0.898770899,0,30.86703376
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.898770899,0.889774081,0,30.86703376
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.889774081,0.881597219,0,30.86703376
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.881597219,0.876728447,0,30.86703376
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.876728447,0.87469337,0,30.86703376
14.2,287.2,15.74038997,6854322.082,0.999999854,0.879800833,0.083062018,0.87469337,0.875100465,0,30.86703376
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.875100465,0.873973204,0,30.86703376
14.7,287.7,16.4832812,14407813.13,0.999999931,0.834502715,0.089799642,0.873973204,0.870583254,0,30.86703376
14.9,287.9,16.77971518,19379283.23,0.999999948,0.817085371,0.092638287,0.870583254,0.86584993,0,30.86703376
14.9,287.9,16.77971518,19379283.23,0.999999948,0.817085371,0.092638287,0.86584993,0.861535396,0,30.86703376
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.861535396,0.858415464,0,30.86703376
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.858415464,0.855567504,0,30.86703376
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.855567504,0.85604444,0,30.86703376
14.1,287.1,15.59150122,5906129.212,0.999999831,0.889170994,0.081773746,0.85604444,0.858645523,0,30.86703376
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.858645523,0.86309484,0,30.86703376
13.6,286.6,14.84549895,2801033.329,0.999999643,0.937644128,0.0756136,0.86309484,0.868523937,0,30.86703376
13.2,286.2,14.24682041,1539272.416,0.99999935,0.978449089,0.071007327,0.868523937,0.876058749,0,30.86703376
12.4,285.4,13.04442887,462512.5042,0.999997838,1.065845354,0.062586421,0.876058749,0.887572745,0,30.86703376
10.6,283.6,10.31424542,30159.2036,0.999966844,1.294379285,0.046989128,0.887572745,0.906246072,0,30.86703376
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.906246072,0.922525668,0,30.86703376
13.4,286.4,14.54636872,2076862.117,0.999999519,0.957815093,0.073275885,0.922525668,0.925019064,0,30.86703376
14.5,287.5,16.18643478,10707283.65,0.999999907,0.852316347,0.087044211,0.925019064,0.918958316,0,30.86703376
15.2,288.2,17.22359473,30207316.64,0.999999967,0.791682044,0.097057523,0.918958316,0.907185744,0,30.86703376
14.8,287.8,16.63154969,16710531.16,0.99999994,0.825745096,0.091208415,0.907185744,0.900086355,0,30.86703376
15,288,16.92777778,22471935.51,0.999999956,0.808522381,0.094089558,0.900086355,0.891864024,0,30.86703376
14.4,287.4,16.03785665,9228957.432,0.999999892,0.861374752,0.085696971,0.891864024,0.889360011,0,30.86703376
13.3,286.3,14.39664687,1788069.088,0.999999441,0.968073514,0.072133084,0.889360011,0.894837915,0,30.86703376
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.894837915,0.907263019,0,30.86703376
10.8,283.8,10.61930937,40917.34654,0.999975561,1.266585622,0.048518434,0.907263019,0.924280618,0,30.86703376
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.924280618,0.943390538,0,30.86703376
9,282,7.858156028,2586.746089,0.999613563,1.541554679,0.036308807,0.943390538,0.964719605,0,30.86703376
8,281,6.308896797,549.4384723,0.998183267,1.721209382,0.030858406,0.964719605,0.98770717,0,30.86703376
7.8,280.8,5.997720798,402.5103447,0.997521749,1.759744342,0.029866575,0.98770717,1.010424345,1.01003388,31.87706764
8,281,6.308896797,549.4384723,0.998183267,1.721209382,0.030858406,0.000390465,0.05268124,0,31.87706764
7.8,280.8,5.997720798,402.5103447,0.997521749,1.759744342,0.029866575,0.05268124,0.10291153,0,31.87706764
7.5,280.5,5.530124777,252.1753748,0.996050169,1.819278125,0.028435795,0.10291153,0.151030388,0,31.87706764
7.4,280.4,5.37403709,215.7320417,0.995386008,1.839596078,0.027973613,0.151030388,0.197611117,0,31.87706764
6.5,279.5,3.964221825,52.67925974,0.981370831,2.033706084,0.024125039,0.197611117,0.241376931,0,31.87706764
5.4,278.4,2.228735632,9.288115058,0.902800465,2.301005684,0.020106594,0.241376931,0.282375499,0,31.87706764
4.4,277.4,0.639077145,1.89473151,0.654544818,2.57656361,0.017016022,0.282375499,0.321083194,0,31.87706764
4.3,277.3,0.479480707,1.615235404,0.617625244,2.605989567,0.016733286,0.321083194,0.358999072,0,31.87706764
4.7,277.7,1.11717681,3.056213739,0.753464668,2.490386584,0.017891922,0.358999072,0.396794565,0,31.87706764
4.9,277.9,1.435336452,4.201058225,0.807731435,2.434641882,0.018499649,0.396794565,0.434147451,0,31.87706764
6.7,279.7,4.278298177,72.11760409,0.986323403,1.988761432,0.024933792,0.434147451,0.472430618,0,31.87706764
10.5,283.5,10.16155203,25888.44549,0.999961374,1.308519026,0.046241864,0.472430618,0.510212617,0,31.87706764
13.8,286.8,15.14421199,3776136.649,0.999999735,0.917925199,0.078022478,0.510212617,0.540814041,0,31.87706764
14.9,287.9,16.77971518,19379283.23,0.999999948,0.817085371,0.092638287,0.540814041,0.565257658,0,31.87706764
15.3,288.3,17.37134929,35017177.65,0.999999971,0.783402449,0.098574839,0.565257658,0.585735372,0,31.87706764
15.1,288.1,17.07573759,26055451.92,0.999999962,0.800054982,0.095562534,0.585735372,0.605268135,0,31.87706764
15,288,16.92777778,22471935.51,0.999999956,0.808522381,0.094089558,0.605268135,0.623520114,0,31.87706764
14.1,287.1,15.59150122,5906129.212,0.999999831,0.889170994,0.081773746,0.623520114,0.644378908,0,31.87706764
13.6,286.6,14.84549895,2801033.329,0.999999643,0.937644128,0.0756136,0.644378908,0.665736124,0,31.87706764
10.7,283.7,10.46683116,35130.71717,0.999971536,1.280402143,0.047747928,0.665736124,0.694395496,0,31.87706764
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.694395496,0.723451823,0,31.87706764
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.723451823,0.752180816,0,31.87706764
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.752180816,0.780628782,0,31.87706764
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.780628782,0.808962062,0,31.87706764
8.5,281.5,7.084902309,1193.806606,0.999163044,1.628747648,0.033477689,0.808962062,0.835952282,0,31.87706764
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.835952282,0.861506837,0,31.87706764
8.3,281.3,6.774831141,875.5315093,0.99885914,1.665081645,0.032405429,0.861506837,0.887129622,0,31.87706764
8.6,281.6,7.239772727,1393.777167,0.99928304,1.610897991,0.034026461,0.887129622,0.911342621,0,31.87706764
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.911342621,0.934293243,0,31.87706764
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.934293243,0.956451166,0,31.87706764
9.1,282.1,8.012477845,3018.386949,0.999668807,1.524720097,0.036901862,0.956451166,0.977039144,0,31.87706764
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.977039144,0.996284324,0,31.87706764
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.996284324,1.014809761,1.014473663,32.8915413
9.3,282.3,8.320793482,4108.418672,0.999756657,1.491635264,0.038115878,0.000336098,0.056108614,0,32.8915413
9.5,282.5,8.628672566,5589.653432,0.99982113,1.459313666,0.03936803,0.056108614,0.110276789,0,32.8915413
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.110276789,0.162561823,0,32.8915413
10.3,283.3,9.855841864,19069.43106,0.999947563,1.337294354,0.044781277,0.162561823,0.214007351,0,32.8915413
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.214007351,0.26494395,0,32.8915413
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.26494395,0.313424411,0,32.8915413
12.2,285.2,12.742777,342072.1636,0.999997077,1.088969604,0.060635407,0.313424411,0.359052589,0,32.8915413
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.359052589,0.40204454,0,32.8915413
11,284,10.92394366,55489.19866,0.999981979,1.239426653,0.050095254,0.40204454,0.442960017,0,32.8915413
10.5,283.5,10.16155203,25888.44549,0.999961374,1.308519026,0.046241864,0.442960017,0.482073763,0,32.8915413
9.9,282.9,9.243124779,10333.27737,0.999903235,1.396886181,0.04199133,0.482073763,0.519692593,0,32.8915413
9.8,282.8,9.089674682,8863.302189,0.999887188,1.412221739,0.041320263,0.519692593,0.555820583,0,32.8915413
9.6,282.6,8.782448691,6518.82022,0.999846622,1.443433244,0.040008761,0.555820583,0.590631845,0,32.8915413
9.4,282.4,8.474787535,4792.404441,0.99979138,1.475380236,0.038737117,0.590631845,0.624249124,0,32.8915413
8.8,281.8,7.549183818,1899.192013,0.999473737,1.575820354,0.035149923,0.624249124,0.657115766,0,32.8915413
8.2,281.2,6.619630156,749.6677861,0.998667853,1.683571287,0.031881693,0.657115766,0.68932474,0,32.8915413
8.1,281.1,6.464318748,641.8269684,0.998444371,1.702279619,0.031366059,0.68932474,0.720604024,0,32.8915413
7.7,280.7,5.841966512,344.4560521,0.997105276,1.779355202,0.029382166,0.720604024,0.751259854,0,32.8915413
7.3,280.3,5.217838031,184.5347939,0.994610175,1.860155687,0.027518621,0.751259854,0.781359093,0,32.8915413
6,279,3.177060932,23.97618226,0.959961855,2.15086331,0.022211476,0.781359093,0.811442468,0,32.8915413
5.3,278.3,2.070283866,7.927073028,0.887981201,2.327095055,0.019774882,0.811442468,0.841119919,0,32.8915413
5.5,278.5,2.387073609,10.88160347,0.915836276,2.275227227,0.020443627,0.841119919,0.870140618,0,32.8915413
5.2,278.2,1.911718188,6.764701851,0.871212054,2.353499308,0.01944841,0.870140618,0.898710863,0,32.8915413
4.1,277.1,0.159942259,1.173443113,0.539900541,2.665919059,0.016181243,0.898710863,0.927076374,0,32.8915413
4,277,0,1,0.5,2.69643186,0.0159118,0.927076374,0.9550072,0,32.8915413
6.1,279.1,3.334718739,28.07048697,0.965600851,2.126869847,0.022582178,0.9550072,0.981173849,0,32.8915413
8.9,281.9,7.703724725,2216.588819,0.99954906,1.558587276,0.035724872,0.981173849,1.001437752,0.500718876,33.39226018
10,283,9.396466431,12045.74098,0.99991699,1.381727816,0.04267281,0.500718876,0.537523148,0,33.39226018
11.8,284.8,12.13820225,186876.3126,0.999994649,1.136836884,0.056906347,0.537523148,0.570675663,0,33.39226018
12.3,285.3,12.8936558,397780.5701,0.999997486,1.077341386,0.061603532,0.570675663,0.600946105,0,33.39226018
12.4,285.4,13.04442887,462512.5042,0.999997838,1.065845354,0.062586421,0.600946105,0.629150668,0,33.39226018
12,285,12.44070175,252887.9425,0.999996046,1.112629066,0.058742601,0.629150668,0.656733375,0,33.39226018
11.7,284.7,11.98679312,160619.4394,0.999993774,1.149150625,0.056008921,0.656733375,0.683554998,0,33.39226018
