Temp(C),Portions
10.3,17.92533876
7.8,17.92533876
6.2,17.92533876
5.4,17.92533876
5.4,18.89989153
5.1,18.89989153
4.9,18.89989153
6.2,18.89989153
10.8,18.89989153
14.6,18.89989153
15.8,18.89989153
16.2,18.89989153
15.4,18.89989153
14.5,18.89989153
13.7,18.89989153
12.8,18.89989153
12.9,18.89989153
13.3,18.89989153
13.4,18.89989153
13.5,18.89989153
15.1,18.89989153
15.7,18.89989153
15.6,18.89989153
16,18.89989153
15.7,18.89989153
15.4,18.89989153
15,18.89989153
14.2,18.89989153
13.6,18.89989153
13.4,18.89989153
13.2,18.89989153
13.9,18.89989153
16.2,18.89989153
17.8,18.89989153
18.1,18.89989153
17.5,18.89989153
17.2,18.89989153
16,18.89989153
15.9,18.89989153
15.6,18.89989153
14.9,18.89989153
14.4,18.89989153
14.7,18.89989153
13.8,18.89989153
11.9,18.89989153
10.8,18.89989153
11.8,18.89989153
12.6,18.89989153
10.7,18.89989153
9.2,18.89989153
8.6,18.89989153
8,18.89989153
7.7,18.89989153
7.3,18.89989153
7.4,18.89989153
8.6,19.91408211
12.1,19.91408211
14.7,19.91408211
15.7,19.91408211
15.9,19.91408211
15.5,19.91408211
15.1,19.91408211
14.9,19.91408211
14,19.91408211
13.3,19.91408211
12.7,19.91408211
12.4,19.91408211
12.1,19.91408211
11.7,19.91408211
11.1,19.91408211
11,19.91408211
10.7,19.91408211
10.5,19.91408211
10.4,19.91408211
10.2,19.91408211
9.7,19.91408211
8.8,19.91408211
9.2,19.91408211
9.3,19.91408211
9.9,19.91408211
12,19.91408211
13.7,19.91408211
13.7,19.91408211
14,19.91408211
14.5,19.91408211
14.5,19.91408211
14.3,19.91408211
13.1,19.91408211
12,19.91408211
10.3,19.91408211
9.1,19.91408211
8.5,19.91408211
8.6,19.91408211
8.7,20.93235989
9.8,20.93235989
10.6,20.93235989
9.5,20.93235989
8.7,20.93235989
9.9,20.93235989
9.8,20.93235989
9.7,20.93235989
9.5,20.93235989
8.4,20.93235989
8.6,20.93235989
11.5,20.93235989
12.5,20.93235989
13.1,20.93235989
13.4,20.93235989
13.2,20.93235989
12.7,20.93235989
12.5,20.93235989
11,20.93235989
9.1,20.93235989
7.1,20.93235989
6.1,20.93235989
5.4,20.93235989
4.1,20.93235989
3.1,20.93235989
2.6,20.93235989
2.5,20.93235989
2.7,20.93235989
3.5,20.93235989
4.1,21.04514987
3.2,21.04514987
3,21.04514987
3.5,21.04514987
5.5,21.21584128
6.4,21.21584128
10.5,21.21584128
13.3,21.21584128
14.8,21.21584128
15.2,21.21584128
15,21.21584128
14.5,21.21584128
13.5,21.21584128
12,21.21584128
10.4,21.21584128
9,21.21584128
7.1,21.21584128
6.8,21.21584128
7,22.21993679
5.6,22.21993679
4.9,22.21993679
5,22.21993679
4,22.21993679
3.7,22.21993679
3.1,22.21993679
3.6,22.21993679
3.4,22.21993679
2.9,22.21993679
2.9,22.21993679
5.4,22.21993679
10.8,22.21993679
12.8,22.21993679
14.1,22.21993679
15,22.21993679
15,22.21993679
14.7,22.21993679
14.1,22.21993679
12.8,22.21993679
11.2,22.21993679
10.7,22.21993679
8.4,22.21993679
6.9,22.21993679
8.6,22.21993679
8.7,22.21993679
8.2,22.21993679
7.5,22.21993679
7.1,22.21993679
6.1,22.21993679
5.5,22.21993679
5.1,22.21993679
4.9,23.15158904
3.4,23.15158904
2.4,23.15158904
4.2,23.15158904
9.9,23.15158904
14.5,23.15158904
15.9,23.15158904
16.7,23.15158904
16.4,23.15158904
15.4,23.15158904
14.9,23.15158904
13.2,23.15158904
10.1,23.15158904
8.2,23.15158904
6.6,23.15158904
7.2,23.15158904
7.7,23.15158904
6.7,23.15158904
5.8,23.15158904
5.2,23.15158904
4,23.15158904
5,23.15158904
7.1,23.15158904
7.2,23.15158904
5,23.15158904
3.8,23.15158904
3.2,23.15158904
4.7,23.57648336
10.1,23.57648336
13.3,23.57648336
13.7,23.57648336
14,23.57648336
14.8,23.57648336
13.9,23.57648336
13.8,23.57648336
13.1,23.57648336
10.6,23.57648336
8.5,23.57648336
7.6,23.57648336
9,23.57648336
7.4,23.57648336
6.6,23.57648336
8.1,23.57648336
8.7,23.57648336
8.7,23.57648336
9.9,23.57648336
10.5,24.5826887
10.7,24.5826887
10.6,24.5826887
10.5,24.5826887
11.1,24.5826887
11.7,24.5826887
12.4,24.5826887
13.5,24.5826887
14.3,24.5826887
15.3,24.5826887
14.9,24.5826887
14.5,24.5826887
14.9,24.5826887
13.8,24.5826887
13,24.5826887
12.9,24.5826887
11.9,24.5826887
11.3,24.5826887
10.8,24.5826887
10.9,24.5826887
10.4,24.5826887
9.6,24.5826887
10.7,24.5826887
10.9,24.5826887
10.9,24.5826887
10.8,24.5826887
10.6,24.5826887
10.2,24.5826887
10.2,24.5826887
10.7,24.5826887
12,24.5826887
12.7,24.5826887
13.5,24.5826887
14.2,24.5826887
14.6,24.5826887
14.3,24.5826887
13.6,24.5826887
13,24.5826887
12.2,24.5826887
11.6,24.5826887
11.1,24.5826887
10.6,24.5826887
9.4,25.5899188
8.1,25.5899188
7.5,25.5899188
7.7,25.5899188
7,25.5899188
5.8,25.5899188
4.4,25.5899188
3.5,25.5899188
3.7,25.5899188
3.6,25.5899188
3.1,25.5899188
5.1,25.5899188
9.2,25.5899188
11.7,25.5899188
13,25.5899188
14.1,25.5899188
14.4,25.5899188
13.4,25.5899188
12.1,25.5899188
10.2,25.5899188
7.1,25.5899188
5.5,25.5899188
4.8,25.5899188
4.4,25.5899188
4,25.5899188
3.2,25.5899188
3.2,25.5899188
2.8,25.5899188
3.2,25.5899188
3.5,25.5899188
3.5,25.8104803
2.6,25.8104803
2.7,25.8104803
3,25.8104803
2.5,25.8104803
3.7,25.8104803
8.6,25.8104803
12.4,25.8104803
13.8,25.8104803
14,25.8104803
13.9,25.8104803
12.8,25.8104803
12.1,25.8104803
11.6,25.8104803
9.1,25.8104803
7.4,26.83240005
6.4,26.83240005
6.2,26.83240005
6.6,26.83240005
6.8,26.83240005
7.7,26.83240005
8.4,26.83240005
8.6,26.83240005
7.3,26.83240005
6.1,26.83240005
6.1,26.83240005
6.6,26.83240005
7.4,26.83240005
7.5,26.83240005
7.1,26.83240005
10.7,26.83240005
12.7,26.83240005
13.5,26.83240005
13.9,26.83240005
13.7,26.83240005
14,26.83240005
14,26.83240005
13,26.83240005
11.4,26.83240005
10.2,26.83240005
9.7,26.83240005
9.8,26.83240005
9.8,26.83240005
9.8,26.83240005
9.5,26.83240005
9.7,26.83240005
9.9,26.83240005
9.9,26.83240005
9.6,26.83240005
9.1,27.84271137
9,27.84271137
8.6,27.84271137
8.3,27.84271137
9.2,27.84271137
12.5,27.84271137
15.2,27.84271137
16.3,27.84271137
16.4,27.84271137
15.6,27.84271137
15.9,27.84271137
15.2,27.84271137
14.3,27.84271137
13.6,27.84271137
11.7,27.84271137
11.2,27.84271137
11.4,27.84271137
11.5,27.84271137
11.4,27.84271137
10.7,27.84271137
10,27.84271137
10.6,27.84271137
11,27.84271137
11.3,27.84271137
11.8,27.84271137
11.6,27.84271137
12.3,27.84271137
12.1,27.84271137
12.7,27.84271137
14.4,27.84271137
15.9,27.84271137
16,27.84271137
15.7,27.84271137
16.1,27.84271137
16.1,27.84271137
15.5,27.84271137
15.2,27.84271137
15.2,27.84271137
15.1,27.84271137
14.4,27.84271137
13.8,27.84271137
14.6,27.84271137
14.3,27.84271137
14.4,27.84271137
14,27.84271137
13,27.84271137
13.1,27.84271137
13.2,27.84271137
13,27.84271137
12.2,27.84271137
10.8,27.84271137
11,27.84271137
12.2,27.84271137
13.3,27.84271137
13.4,27.84271137
13.9,27.84271137
13.8,27.84271137
14,27.84271137
13.6,27.84271137
13.5,27.84271137
13.5,27.84271137
13.2,27.84271137
12.8,27.84271137
12.7,27.84271137
12.4,27.84271137
11.7,27.84271137
11.6,27.84271137
12.2,27.84271137
12.6,27.84271137
13.1,27.84271137
13,27.84271137
12.5,27.84271137
12.7,27.84271137
12.7,27.84271137
12.5,27.84271137
12.2,28.84772586
12.2,28.84772586
12.8,28.84772586
13.6,28.84772586
14.3,28.84772586
14.3,28.84772586
14.5,28.84772586
14.4,28.84772586
14,28.84772586
13.5,28.84772586
13.3,28.84772586
13.2,28.84772586
13.2,28.84772586
13.1,28.84772586
13.1,28.84772586
12.9,28.84772586
13,28.84772586
12.7,28.84772586
12.4,28.84772586
12.6,28.84772586
12.5,28.84772586
12.4,28.84772586
12.5,28.84772586
12.5,28.84772586
12.2,28.84772586
12.3,28.84772586
13.5,28.84772586
14.1,28.84772586
14.6,28.84772586
14.7,28.84772586
15.1,28.84772586
15.2,28.84772586
15.5,28.84772586
15.2,28.84772586
14.3,28.84772586
14,28.84772586
14.5,28.84772586
14.5,28.84772586
14.2,28.84772586
14,28.84772586
14,28.84772586
14.2,28.84772586
14,28.84772586
13.5,28.84772586
13.2,28.84772586
12.5,28.84772586
12.2,28.84772586
11.8,28.84772586
12,28.84772586
12.7,28.84772586
14.5,28.84772586
16.1,28.84772586
17,28.84772586
17.4,28.84772586
17.6,28.84772586
17.5,28.84772586
17.1,28.84772586
15.8,28.84772586
13.1,28.84772586
12,28.84772586
11.3,28.84772586
10.9,28.84772586
10,28.84772586
9.7,28.84772586
9.2,28.84772586
9.3,28.84772586
9.6,28.84772586
8.7,28.84772586
8.2,28.84772586
7.8,29.86514063
7.6,29.86514063
8.1,29.86514063
8.2,29.86514063
9.5,29.86514063
12.6,29.86514063
15.1,29.86514063
16.8,29.86514063
17,29.86514063
16.6,29.86514063
15.9,29.86514063
15.2,29.86514063
13.8,29.86514063
11.4,29.86514063
9.6,29.86514063
9.7,29.86514063
9.7,29.86514063
9.7,29.86514063
9.8,29.86514063
10.8,29.86514063
11.1,29.86514063
11.2,29.86514063
10.9,29.86514063
10.8,29.86514063
10.9,29.86514063
11.1,29.86514063
11.2,29.86514063
11,29.86514063
11,29.86514063
11.5,29.86514063
12,29.86514063
12.3,29.86514063
13.1,29.86514063
13.2,29.86514063
13.1,29.86514063
12.6,29.86514063
12.2,29.86514063
12.1,29.86514063
12.1,29.86514063
11.8,29.86514063
11.7,30.86703376
11.5,30.86703376
11.4,30.86703376
11.1,30.86703376
10.8,30.86703376
10.8,30.86703376
11,30.86703376
10.7,30.86703376
10.4,30.86703376
10.4,30.86703376
10.5,30.86703376
10.6,30.86703376
10.8,30.86703376
11,30.86703376
11.2,30.86703376
11.3,30.86703376
11.4,30.86703376
11.6,30.86703376
11.9,30.86703376
12.1,30.86703376
12,30.86703376
11.8,30.86703376
11.8,30.86703376
11.9,30.86703376
11.9,30.86703376
11.8,30.86703376
11.7,30.86703376
11.7,30.86703376
11.9,30.86703376
12.5,30.86703376
12.6,30.86703376
12.3,30.86703376
12.1,30.86703376
12.2,30.86703376
12,30.86703376
11.8,30.86703376
11.8,30.86703376
11.9,30.86703376
12.5,30.86703376
13.2,30.86703376
14,30.86703376
14.3,30.86703376
13.8,30.86703376
14,30.86703376
13.9,30.86703376
13.3,30.86703376
12.7,30.86703376
12.5,30.86703376
12.2,30.86703376
11.7,30.86703376
11.8,30.86703376
13.3,30.86703376
13.6,30.86703376
13.7,30.86703376
13.8,30.86703376
13.9,30.86703376
13.7,30.86703376
13.9,30.86703376
14,30.86703376
13.9,30.86703376
14.1,30.86703376
14.3,30.86703376
14.6,30.86703376
15.1,30.86703376
15.2,30.86703376
15.4,30.86703376
15.1,30.86703376
15.1,30.86703376
14.8,30.86703376
14.5,30.86703376
14.2,30.86703376
14.4,30.86703376
14.7,30.86703376
14.9,30.86703376
14.9,30.86703376
14.8,30.86703376
14.8,30.86703376
14.4,30.86703376
14.1,30.86703376
13.8,30.86703376
13.6,30.86703376
13.2,30.86703376
12.4,30.86703376
10.6,30.86703376
11,30.86703376
13.4,30.86703376
14.5,30.86703376
15.2,30.86703376
14.8,30.86703376
15,30.86703376
14.4,30.86703376
13.3,30.86703376
12,30.86703376
10.8,30.86703376
10,30.86703376
9,30.86703376
8,30.86703376
7.8,31.87706764
8,31.87706764
7.8,31.87706764
7.5,31.87706764
7.4,31.87706764
6.5,31.87706764
5.4,31.87706764
4.4,31.87706764
4.3,31.87706764
4.7,31.87706764
4.9,31.87706764
6.7,31.87706764
10.5,31.87706764
13.8,31.87706764
14.9,31.87706764
15.3,31.87706764
15.1,31.87706764
15,31.87706764
14.1,31.87706764
13.6,31.87706764
10.7,31.87706764
9.8,31.87706764
9.3,31.87706764
8.8,31.87706764
8.2,31.87706764
8.5,31.87706764
8.8,31.87706764
8.3,31.87706764
8.6,31.87706764
8.8,31.87706764
8.8,31.87706764
9.1,31.87706764
9.3,31.87706764
9.3,32.8915413
9.3,32.8915413
9.5,32.8915413
9.6,32.8915413
10.3,32.8915413
11.7,32.8915413
12.2,32.8915413
12.2,32.8915413
12,32.8915413
11,32.8915413
10.5,32.8915413
9.9,32.8915413
9.8,32.8915413
9.6,32.8915413
9.4,32.8915413
8.8,32.8915413
8.2,32.8915413
8.1,32.8915413
7.7,32.8915413
7.3,32.8915413
6,32.8915413
5.3,32.8915413
5.5,32.8915413
5.2,32.8915413
4.1,32.8915413
4,32.8915413
6.1,32.8915413
8.9,33.39226018
10,33.39226018
11.8,33.39226018
12.3,33.39226018
12.4,33.39226018
12,33.39226018
11.7,33.39226018
10.5,33.39226018
8.3,33.39226018
6.7,33.39226018
6.6,33.39226018
5.7,33.39226018
5.6,33.39226018
5.3,33.39226018
5.4,33.39226018
5.4,33.39226018
5.9,33.39226018
5.9,33.39226018
6.3,34.36815259
4.3,34.36815259
5,34.36815259
5.6,34.36815259
6,34.36815259
7.4,34.36815259
7.8,34.36815259
8.5,34.36815259
9,34.36815259
9.2,34.36815259
10.3,34.36815259
11.5,34.36815259
11.2,34.36815259
10.1,34.36815259
8.8,34.36815259
8.1,34.36815259
7.4,34.36815259
6.3,34.36815259
4.8,34.36815259
4.6,34.36815259
3.7,34.36815259
2,34.36815259
1.1,34.36815259
0.5,34.36815259
1.5,34.36815259
2.9,34.36815259
2.4,34.36815259
0.9,34.51457288
0.9,34.51457288
3.6,34.51457288
8.4,34.51457288
10.9,34.51457288
11.9,34.51457288
13.2,34.51457288
13.4,34.51457288
12.8,34.51457288
12.1,34.51457288
10.6,34.51457288
8.7,35.52429068
7.7,35.52429068
6.7,35.52429068
6.5,35.52429068
6.3,35.52429068
5.7,35.52429068
6.4,35.52429068
6.1,35.52429068
4.4,35.52429068
3,35.52429068
2.5,35.52429068
3.3,35.52429068
6.4,35.52429068
7.2,35.52429068
7.7,35.52429068
7.9,35.52429068
8.3,35.52429068
9.5,35.52429068
10.5,35.52429068
12,35.52429068
13,35.52429068
13,35.52429068
12.4,35.52429068
11.8,35.52429068
10.7,35.52429068
9.9,35.52429068
9.5,35.52429068
9.1,35.52429068
8.8,35.52429068
8.6,35.52429068
8.6,35.52429068
8.3,35.52429068
8.1,36.52879368
8,36.52879368
7.6,36.52879368
7.3,36.52879368
7.5,36.52879368
6.8,36.52879368
7.3,36.52879368
8.1,36.52879368
9.2,36.52879368
11.1,36.52879368
11.8,36.52879368
13.5,36.52879368
14.6,36.52879368
14,36.52879368
13.4,36.52879368
13.5,36.52879368
13,36.52879368
12.9,36.52879368
13.1,36.52879368
14,36.52879368
13.4,36.52879368
13.7,36.52879368
14,36.52879368
13.6,36.52879368
13.1,36.52879368
12.3,36.52879368
11,36.52879368
11,36.52879368
11.1,36.52879368
11.5,36.52879368
11.1,36.52879368
11.4,36.52879368
13.4,36.52879368
14.2,36.52879368
15,36.52879368
13.8,36.52879368
12.6,36.52879368
11.6,36.52879368
10.7,36.52879368
10.4,36.52879368
10.1,36.52879368
9.9,36.52879368
9.3,37.53703957
8.8,37.53703957
8.6,37.53703957
8.5,37.53703957
8.1,37.53703957
6.7,37.53703957
7.7,37.53703957
7.7,37.53703957
7.3,37.53703957
8.5,37.53703957
9,37.53703957
7.9,37.53703957
9.6,37.53703957
9.9,37.53703957
10.6,37.53703957
12.1,37.53703957
13.5,37.53703957
13.9,37.53703957
14.1,37.53703957
14,37.53703957
12.9,37.53703957
12.3,37.53703957
11.8,37.53703957
11.4,37.53703957
10.9,37.53703957
10.9,37.53703957
9.9,37.53703957
8.4,37.53703957
8.6,37.53703957
7.2,37.53703957
7.7,37.53703957
8.2,37.53703957
8.8,38.53515697
9.7,38.53515697
9.8,38.53515697
10.1,38.53515697
9.9,38.53515697
10.2,38.53515697
10.6,38.53515697
11.1,38.53515697
8.1,38.53515697
7.3,38.53515697
7.9,38.53515697
8.3,38.53515697
8,38.53515697
7.6,38.53515697
7.3,38.53515697
7.4,38.53515697
7.1,38.53515697
6.9,38.53515697
6.5,38.53515697
5.8,38.53515697
5.6,38.53515697
5.7,38.53515697
5,38.53515697
4.2,38.53515697
3,38.53515697
2.8,38.53515697
2.8,38.53515697
2.5,38.6636793
0.9,38.6636793
3.2,38.6636793
7.4,38.6636793
9.7,38.6636793
11.2,38.6636793
11.4,39.66835168
11.4,39.66835168
11,39.66835168
9.8,39.66835168
8.8,39.66835168
6.9,39.66835168
6.2,39.66835168
5.9,39.66835168
5.8,39.66835168
5.4,39.66835168
5.4,39.66835168
3.8,39.66835168
3.3,39.66835168
4.9,39.66835168
2.9,39.66835168
4.3,39.66835168
2.7,39.66835168
1,39.66835168
0.4,39.66835168
0.4,39.66835168
3.2,39.66835168
9.5,39.66835168
11.5,39.66835168
12.9,39.66835168
13.6,39.66835168
14.8,39.66835168
14.2,39.66835168
13.1,39.66835168
11.5,39.66835168
8.8,39.66835168
7.4,39.66835168
6.6,39.66835168
4.7,39.66835168
4,40.65678439
3.8,40.65678439
3,40.65678439
2.7,40.65678439
1.8,40.65678439
2.5,40.65678439
4.9,40.65678439
4,40.65678439
3.5,40.65678439
4.5,40.65678439
6.2,40.65678439
7,40.65678439
9.2,40.65678439
11.6,40.65678439
12.6,40.65678439
12.8,40.65678439
13.7,40.65678439
13.2,40.65678439
12.4,40.65678439
12,40.65678439
10.5,40.65678439
7.8,40.65678439
5.8,40.65678439
5,40.65678439
3.8,40.65678439
3.3,40.65678439
3.5,40.65678439
3.1,40.65678439
4,40.65678439
3.7,40.65678439
3.9,41.15906981
5.2,41.15906981
6.3,41.15906981
6.1,41.15906981
6.6,41.15906981
7.5,41.15906981
10.5,41.15906981
11.4,41.15906981
11.5,41.15906981
11.6,41.15906981
12.6,41.15906981
12.7,41.15906981
12.8,41.15906981
12.9,41.15906981
11.7,41.15906981
10.7,41.15906981
8.3,41.15906981
6.6,41.15906981
6.5,41.15906981
10.6,41.15906981
11.2,41.15906981
11.3,41.15906981
11,42.16001653
10.6,42.16001653
10.8,42.16001653
11.4,42.16001653
11.1,42.16001653
11.4,42.16001653
11.8,42.16001653
12.4,42.16001653
13,42.16001653
13.9,42.16001653
14.7,42.16001653
15,42.16001653
14.8,42.16001653
15,42.16001653
15.1,42.16001653
13.8,42.16001653
12.5,42.16001653
11.5,42.16001653
11.5,42.16001653
11.5,42.16001653
11.2,42.16001653
11,42.16001653
11.2,42.16001653
11.5,42.16001653
12,42.16001653
11.9,42.16001653
11.8,42.16001653
11.6,42.16001653
11.2,42.16001653
11.1,42.16001653
10.9,42.16001653
11.2,42.16001653
12.8,42.16001653
14.2,42.16001653
14.9,42.16001653
15.6,42.16001653
15.5,42.16001653
15.5,42.16001653
15.5,42.16001653
14.5,42.16001653
13.2,42.16001653
12.8,42.16001653
12.4,42.16001653
12.2,42.16001653
11.8,42.16001653
10.4,42.16001653
9.3,42.16001653
9.3,42.16001653
9.6,42.16001653
10.1,43.17494227
10.2,43.17494227
10.6,43.17494227
10.9,43.17494227
10.9,43.17494227
11,43.17494227
11.2,43.17494227
11.5,43.17494227
11.8,43.17494227
12,43.17494227
12,43.17494227
12.2,43.17494227
11.8,43.17494227
11.4,43.17494227
11.1,43.17494227
10.6,43.17494227
10.4,43.17494227
10.1,43.17494227
9.9,43.17494227
9.5,43.17494227
9,43.17494227
8.6,43.17494227
8.5,43.17494227
8.4,43.17494227
8.4,43.17494227
8.3,43.17494227
8.3,43.17494227
8.4,43.17494227
8.3,43.17494227
8.4,44.18640519
8.4,44.18640519
7.9,44.18640519
7.8,44.18640519
8.7,44.18640519
9.7,44.18640519
10.3,44.18640519
10.5,44.18640519
10.5,44.18640519
10.4,44.18640519
10.2,44.18640519
10.1,44.18640519
9.9,44.18640519
10,44.18640519
10,44.18640519
9.8,44.18640519
9.9,44.18640519
9.7,44.18640519
9.9,44.18640519
9.7,44.18640519
9.9,44.18640519
10.2,44.18640519
10.2,44.18640519
10.2,44.18640519
10.3,44.18640519
10.6,44.18640519
11,44.18640519
11.6,44.18640519
12.2,44.18640519
13.6,44.18640519
14.5,44.18640519
14.5,44.18640519
14.4,44.18640519
13.7,44.18640519
13,44.18640519
13,44.18640519
12.9,44.18640519
13,44.18640519
13,44.18640519
12.7,44.18640519
12.7,44.18640519
12.4,44.18640519
12,44.18640519
11.8,44.18640519
11.8,44.18640519
12,44.18640519
12,45.18782669
12.4,45.18782669
12.4,45.18782669
12.6,45.18782669
13,45.18782669
13.1,45.18782669
13.5,45.18782669
13.9,45.18782669
14.4,45.18782669
14.5,45.18782669
14.3,45.18782669
14.5,45.18782669
14.1,45.18782669
13.6,45.18782669
13.8,45.18782669
13.8,45.18782669
13.8,45.18782669
13.7,45.18782669
13.6,45.18782669
13.5,45.18782669
13.3,45.18782669
13.1,45.18782669
12.7,45.18782669
12.5,45.18782669
12,45.18782669
10.9,45.18782669
9.3,45.18782669
10.5,45.18782669
12.7,45.18782669
14.4,45.18782669
15.6,45.18782669
16.3,45.18782669
16.8,45.18782669
15.9,45.18782669
15.5,45.18782669
14.5,45.18782669
12.7,45.18782669
11.5,45.18782669
11.1,45.18782669
10.8,45.18782669
10.3,45.18782669
9.9,45.18782669
10.2,45.18782669
10.6,45.18782669
11,45.18782669
10.2,45.18782669
10.3,46.19264037
11,46.19264037
11.3,46.19264037
11.7,46.19264037
12.2,46.19264037
12.6,46.19264037
13.6,46.19264037
13.9,46.19264037
13.8,46.19264037
13.7,46.19264037
13.8,46.19264037
13.9,46.19264037
13.8,46.19264037
13.7,46.19264037
13.6,46.19264037
13.5,46.19264037
13.3,46.19264037
13.2,46.19264037
13.2,46.19264037
13.2,46.19264037
13.1,46.19264037
13.1,46.19264037
13.2,46.19264037
13.3,46.19264037
13.3,46.19264037
13.3,46.19264037
13.4,46.19264037
13.4,46.19264037
13,46.19264037
13.2,46.19264037
14.1,46.19264037
14.4,46.19264037
14.6,46.19264037
15,46.19264037
14.7,46.19264037
14.4,46.19264037
14,46.19264037
13.6,46.19264037
12.9,46.19264037
12.5,46.19264037
12,46.19264037
10.6,46.19264037
9.1,46.19264037
8.6,46.19264037
8,46.19264037
8.9,46.19264037
8.1,47.21167323
7.9,47.21167323
7.8,47.21167323
7.8,47.21167323
8.3,47.21167323
8,47.21167323
7.4,47.21167323
8.1,47.21167323
10.1,47.21167323
9.9,47.21167323
9.8,47.21167323
10.8,47.21167323
11.7,47.21167323
12.6,47.21167323
11.9,47.21167323
10.4,47.21167323
9.6,47.21167323
9.5,47.21167323
9.2,47.21167323
8.9,47.21167323
8.6,47.21167323
8.5,47.21167323
8.4,47.21167323
9,47.21167323
9.6,47.21167323
10.3,47.21167323
10.9,47.21167323
11,47.21167323
10.8,47.21167323
11,47.21167323
10.6,47.21167323
11.3,47.21167323
12.9,47.21167323
14.2,47.21167323
14.4,47.21167323
15,47.21167323
15,47.21167323
14.7,47.21167323
13.8,47.21167323
13.2,47.21167323
12.4,47.21167323
12.3,47.21167323
11.9,47.21167323
11.7,47.21167323
11.3,47.21167323
10.7,47.21167323
10.1,48.22580222
9.6,48.22580222
8.9,48.22580222
8.9,48.22580222
10.2,48.22580222
11.2,48.22580222
10.9,48.22580222
10.3,48.22580222
10.1,48.22580222
10.9,48.22580222
12.2,48.22580222
12.7,48.22580222
13.8,48.22580222
12.8,48.22580222
13.4,48.22580222
13,48.22580222
12.6,48.22580222
11.5,48.22580222
9.9,48.22580222
8.8,48.22580222
7.9,48.22580222
7.4,48.22580222
5.8,48.22580222
5.7,48.22580222
4.8,48.22580222
4.6,48.22580222
4.6,48.22580222
5.5,48.22580222
5.7,48.22580222
5.1,49.16288209
4.5,49.16288209
3.5,49.16288209
2.6,49.16288209
5.6,49.16288209
9.5,49.16288209
11,49.16288209
12.2,49.16288209
12,49.16288209
12.7,49.16288209
12.7,49.16288209
12.7,49.16288209
12.1,49.16288209
10.2,49.16288209
8.8,49.16288209
6.8,49.16288209
5.7,49.16288209
5.8,49.16288209
5.5,49.16288209
4.7,49.16288209
6.5,49.16288209
6.9,49.16288209
6.5,49.16288209
3.9,49.16288209
3.5,49.16288209
4.9,49.16288209
5.6,49.16288209
5.8,49.98429216
6.5,49.98429216
9.9,49.98429216
11.9,49.98429216
13.3,49.98429216
14.4,49.98429216
14.8,49.98429216
14.5,49.98429216
14,49.98429216
13,49.98429216
10.1,49.98429216
7.2,49.98429216
5.9,49.98429216
5.7,49.98429216
6.3,49.98429216
5.3,49.98429216
4.4,49.98429216
4.1,49.98429216
3.9,49.98429216
3,49.98429216
2.3,49.98429216
2.1,49.98429216
2.4,49.98429216
3,49.98429216
3,50.05572458
5.2,50.05572458
9.4,50.05572458
10.2,50.92726231
9.2,50.92726231
14.5,50.92726231
13,50.92726231
10.1,50.92726231
7.1,50.92726231
5.9,50.92726231
5.4,50.92726231
5.3,50.92726231
5.9,50.92726231
6.3,50.92726231
7.3,50.92726231
6.7,50.92726231
7.2,50.92726231
8,50.92726231
7.9,50.92726231
8.1,50.92726231
8.5,50.92726231
8.8,50.92726231
9.9,50.92726231
11,50.92726231
11.7,50.92726231
12.6,50.92726231
13.6,50.92726231
13.5,50.92726231
13.7,50.92726231
13.8,50.92726231
13.3,50.92726231
12.4,50.92726231
11.6,50.92726231
10.8,50.92726231
9.6,50.92726231
9.7,50.92726231
9.5,50.92726231
9.1,51.94337838
8.6,51.94337838
8.8,51.94337838
8.4,51.94337838
7.4,51.94337838
6.4,51.94337838
5.4,51.94337838
6.2,51.94337838
6.7,51.94337838
7.8,51.94337838
9.9,51.94337838
13.7,51.94337838
15.4,51.94337838
15.3,51.94337838
15.8,51.94337838
15.3,51.94337838
14.2,51.94337838
12.6,51.94337838
11.3,51.94337838
9.4,51.94337838
8.2,51.94337838
7.3,51.94337838
6.8,51.94337838
6.7,51.94337838
6.6,51.94337838
6.5,51.94337838
7,51.94337838
6.8,51.94337838
6.7,51.94337838
6.1,51.94337838
5.2,52.93384556
4.2,52.93384556
5.4,52.93384556
7.1,52.93384556
9.4,52.93384556
11.1,52.93384556
13.1,52.93384556
13.6,52.93384556
14.1,52.93384556
13.8,52.93384556
13.6,52.93384556
12.7,52.93384556
11.7,52.93384556
11.2,52.93384556
10.7,52.93384556
10.5,52.93384556
10.6,52.93384556
10.4,52.93384556
10.1,52.93384556
10.1,52.93384556
10.2,52.93384556
10.2,52.93384556
10.3,52.93384556
10.2,52.93384556
10.2,52.93384556
10,52.93384556
9.9,52.93384556
10.4,52.93384556
11.2,52.93384556
11.8,52.93384556
11.9,52.93384556
12.7,52.93384556
13.2,52.93384556
13.2,52.93384556
13,52.93384556
12.5,52.93384556
12.2,52.93384556
12.1,52.93384556
12.2,52.93384556
11.8,53.93793484
11.7,53.93793484
11.2,53.93793484
10.7,53.93793484
10.6,53.93793484
10.4,53.93793484
10.2,53.93793484
10.6,53.93793484
10.4,53.93793484
10.6,53.93793484
10.7,53.93793484
9.9,53.93793484
9.4,53.93793484
10.3,53.93793484
11.5,53.93793484
11.5,53.93793484
12.2,53.93793484
11.9,53.93793484
12.5,53.93793484
13,53.93793484
13,53.93793484
12.4,53.93793484
12.2,53.93793484
